"NUTS_ID";"CNTR_CODE";"NUTS_Level";"NUTS2_ID";"NUTS1_ID";"NUTS_Name";"C19deaths";"pop2020";"C19deaths_per100000";"annotation"
"DE80L";"DE";3;"DE80";"DE8";"Vorpommern-Rügen";280;224702;124,60948278164;
"DE80M";"DE";3;"DE80";"DE8";"Nordwestmecklenburg";137;157322;87,0825440815652;
"DE80N";"DE";3;"DE80";"DE8";"Vorpommern-Greifswald";510;235623;216,447460561999;
"DE80O";"DE";3;"DE80";"DE8";"Ludwigslust-Parchim";439;211779;207,291563375028;
"DE911";"DE";3;"DE91";"DE9";"Braunschweig, Kreisfreie Stadt";298;249406;119,483893731506;
"DE912";"DE";3;"DE91";"DE9";"Salzgitter, Kreisfreie Stadt";167;104291;160,128870180552;
"DE913";"DE";3;"DE91";"DE9";"Wolfsburg, Kreisfreie Stadt";197;124371;158,397053975605;
"DE914";"DE";3;"DE91";"DE9";"Gifhorn";339;176523;192,042963239918;
"DE916";"DE";3;"DE91";"DE9";"Goslar";212;136292;155,548381416371;
"DE917";"DE";3;"DE91";"DE9";"Helmstedt";143;91297;156,631652737768;
"DE918";"DE";3;"DE91";"DE9";"Northeim";144;132285;108,8558793514;
"DE91A";"DE";3;"DE91";"DE9";"Peine";161;134801;119,435315761753;
"DE91B";"DE";3;"DE91";"DE9";"Wolfenbüttel";131;119622;109,511628295798;
"DE91C";"DE";3;"DE91";"DE9";"Göttingen";395;326041;121,150407464092;
"DE922";"DE";3;"DE92";"DE9";"Diepholz";151;217089;69,5567255825952;
"DE923";"DE";3;"DE92";"DE9";"Hameln-Pyrmont";122;148549;82,1277827518193;
"DE925";"DE";3;"DE92";"DE9";"Hildesheim";484;275817;175,47866882752;
"DE926";"DE";3;"DE92";"DE9";"Holzminden";141;70458;200,119219960828;
"DE927";"DE";3;"DE92";"DE9";"Nienburg (Weser)";204;121390;168,05338166241;
"DE928";"DE";3;"DE92";"DE9";"Schaumburg";190;157820;120,390318083893;
"DE929";"DE";3;"DE92";"DE9";"Region Hannover";1700;1157115;146,917117140474;
"DE931";"DE";3;"DE93";"DE9";"Celle";156;179011;87,1454826798353;
"DE932";"DE";3;"DE93";"DE9";"Cuxhaven";252;198038;127,24830588069;
"DE933";"DE";3;"DE93";"DE9";"Harburg";207;254431;81,3580106197751;
"DE934";"DE";3;"DE93";"DE9";"Lüchow-Dannenberg";38;48412;78,4929356357928;
"DE935";"DE";3;"DE93";"DE9";"Lüneburg, Landkreis";140;184139;76,029521176937;
"DE936";"DE";3;"DE93";"DE9";"Osterholz";86;113928;75,4862720314585;
"DE937";"DE";3;"DE93";"DE9";"Rotenburg (Wümme)";186;163782;113,56559328864;
"DE938";"DE";3;"DE93";"DE9";"Heidekreis";184;140673;130,799798113355;
"DE939";"DE";3;"DE93";"DE9";"Stade";211;204512;103,172429979659;
"DE93A";"DE";3;"DE93";"DE9";"Uelzen";194;92389;209,981707779065;
"DE93B";"DE";3;"DE93";"DE9";"Verden";150;137133;109,382861893199;
"DE941";"DE";3;"DE94";"DE9";"Delmenhorst, Kreisfreie Stadt";100;77559;128,93410178058;
"DE942";"DE";3;"DE94";"DE9";"Emden, Kreisfreie Stadt";41;49913;82,1429286959309;
"DE943";"DE";3;"DE94";"DE9";"Oldenburg (Oldenburg), Kreisfreie Stadt";62;169077;36,6696830438203;
"DE944";"DE";3;"DE94";"DE9";"Osnabrück, Kreisfreie Stadt";155;165251;93,7967092483555;
"DE945";"DE";3;"DE94";"DE9";"Wilhelmshaven, Kreisfreie Stadt";129;76089;169,538303828411;
"DE946";"DE";3;"DE94";"DE9";"Ammerland";92;124859;73,683114553216;
"DE947";"DE";3;"DE94";"DE9";"Aurich";147;189694;77,493225932291;
"DE948";"DE";3;"DE94";"DE9";"Cloppenburg";253;170682;148,228870062455;
"DE949";"DE";3;"DE94";"DE9";"Emsland";356;326954;108,883818518813;
"DE94A";"DE";3;"DE94";"DE9";"Friesland (DE)";63;98704;63,8272005187226;
"DE94B";"DE";3;"DE94";"DE9";"Grafschaft Bentheim";181;137162;131,960747145711;
"DE94C";"DE";3;"DE94";"DE9";"Leer";124;170756;72,6182388905807;
"DE94D";"DE";3;"DE94";"DE9";"Oldenburg, Landkreis";154;130890;117,656047062419;
"DE94E";"DE";3;"DE94";"DE9";"Osnabrück, Landkreis";431;358080;120,364164432529;
"DE94F";"DE";3;"DE94";"DE9";"Vechta";106;142814;74,2224151693812;
"DE94G";"DE";3;"DE94";"DE9";"Wesermarsch";164;88583;185,137103055891;
"DE94H";"DE";3;"DE94";"DE9";"Wittmund";61;56926;107,156659522889;
"DEA11";"DE";3;"DEA1";"DEA";"Düsseldorf, Kreisfreie Stadt";915;621877;147,13520519331;
"DEA12";"DE";3;"DEA1";"DEA";"Duisburg, Kreisfreie Stadt";912;498686;182,88061024372;
"DEA13";"DE";3;"DEA1";"DEA";"Essen, Kreisfreie Stadt";766;582760;131,44347587343;
"DEA14";"DE";3;"DEA1";"DEA";"Krefeld, Kreisfreie Stadt";277;227417;121,802679658952;
"DEA15";"DE";3;"DEA1";"DEA";"Mönchengladbach, Kreisfreie Stadt";336;261034;128,71886420926;
"DEA16";"DE";3;"DEA1";"DEA";"Mülheim an der Ruhr, Kreisfreie Stadt";352;170632;206,291903042806;
"DEA17";"DE";3;"DEA1";"DEA";"Oberhausen, Kreisfreie Stadt";470;210764;222,998234992693;
"DEA18";"DE";3;"DEA1";"DEA";"Remscheid, Kreisfreie Stadt";276;111338;247,893800858647;
"DEA19";"DE";3;"DEA1";"DEA";"Solingen, Kreisfreie Stadt";307;159245;192,784702816415;
"DEA1A";"DE";3;"DEA1";"DEA";"Wuppertal, Kreisfreie Stadt";649;355100;182,765418192059;
"DEA1B";"DE";3;"DEA1";"DEA";"Kleve";366;312465;117,133118909318;
"DEA1C";"DE";3;"DEA1";"DEA";"Mettmann";1029;485570;211,915892662232;
"DEA1D";"DE";3;"DEA1";"DEA";"Rhein-Kreis Neuss";567;451730;125,517455116995;
"DEA1E";"DE";3;"DEA1";"DEA";"Viersen";384;298863;128,486965599623;
"DEA1F";"DE";3;"DEA1";"DEA";"Wesel";445;459976;96,7441779571108;
"DEA22";"DE";3;"DEA2";"DEA";"Bonn, Kreisfreie Stadt";408;329673;123,75899755212;
"DEA23";"DE";3;"DEA2";"DEA";"Köln, Kreisfreie Stadt";1068;1087863;98,1741267052928;
"DEA24";"DE";3;"DEA2";"DEA";"Leverkusen, Kreisfreie Stadt";176;163729;107,494701610588;
"DEA26";"DE";3;"DEA2";"DEA";"Düren";428;264638;161,730363742168;
"DEA27";"DE";3;"DEA2";"DEA";"Rhein-Erft-Kreis";562;470615;119,418208089415;
"DEA28";"DE";3;"DEA2";"DEA";"Euskirchen";320;193656;165,241459082084;
"DEA29";"DE";3;"DEA2";"DEA";"Heinsberg";526;255555;205,82653440551;
"DEA2A";"DE";3;"DEA2";"DEA";"Oberbergischer Kreis";444;272057;163,201093888413;
"DEA2B";"DE";3;"DEA2";"DEA";"Rheinisch-Bergischer Kreis";248;283271;87,5486724726499;
"DEA2C";"DE";3;"DEA2";"DEA";"Rhein-Sieg-Kreis";784;600764;130,500496035049;
"DEA2D";"DE";3;"DEA2";"DEA";"Städteregion Aachen";866;557026;155,468505958429;
"DEA31";"DE";3;"DEA3";"DEA";"Bottrop, Kreisfreie Stadt";183;117565;155,658571853868;
"DEA32";"DE";3;"DEA3";"DEA";"Gelsenkirchen, Kreisfreie Stadt";571;259645;219,915654066129;
"DEA33";"DE";3;"DEA3";"DEA";"Münster, Kreisfreie Stadt";210;315293;66,6047137107389;
"DEA34";"DE";3;"DEA3";"DEA";"Borken";449;371339;120,913774206318;
"DEA35";"DE";3;"DEA3";"DEA";"Coesfeld";140;220586;63,4673098020727;
"DEA36";"DE";3;"DEA3";"DEA";"Recklinghausen";1370;614137;223,077261262552;
"DEA37";"DE";3;"DEA3";"DEA";"Steinfurt";486;448220;108,428896524028;
"DEA38";"DE";3;"DEA3";"DEA";"Warendorf";346;277840;124,532104808523;
"DEA41";"DE";3;"DEA4";"DEA";"Bielefeld, Kreisfreie Stadt";560;334195;167,566839719325;
"DEA42";"DE";3;"DEA4";"DEA";"Gütersloh";482;364938;132,077229556801;
"DEA43";"DE";3;"DEA4";"DEA";"Herford";337;250578;134,489061290297;
"DEA44";"DE";3;"DEA4";"DEA";"Höxter";205;140251;146,166515746768;
"DEA45";"DE";3;"DEA4";"DEA";"Lippe";614;347514;176,683529296661;
"DEA46";"DE";3;"DEA4";"DEA";"Minden-Lübbecke";464;310409;149,480201927135;
"DEA47";"DE";3;"DEA4";"DEA";"Paderborn";220;307839;71,4659286185311;
"DEA51";"DE";3;"DEA5";"DEA";"Bochum, Kreisfreie Stadt";432;365587;118,166127351355;
"DEA52";"DE";3;"DEA5";"DEA";"Dortmund, Kreisfreie Stadt";541;588250;91,9677008074798;
"DEA53";"DE";3;"DEA5";"DEA";"Hagen, Kreisfreie Stadt";491;188686;260,220684099509;
"DEA54";"DE";3;"DEA5";"DEA";"Hamm, Kreisfreie Stadt";282;179916;156,739811912226;
"DEA55";"DE";3;"DEA5";"DEA";"Herne, Kreisfreie Stadt";372;156449;237,777167000109;
"DEA56";"DE";3;"DEA5";"DEA";"Ennepe-Ruhr-Kreis";563;324106;173,708601506914;
"DEA57";"DE";3;"DEA5";"DEA";"Hochsauerlandkreis";272;259777;104,705189450952;
"DEA58";"DE";3;"DEA5";"DEA";"Märkischer Kreis";647;410222;157,719478721278;
"DEA59";"DE";3;"DEA5";"DEA";"Olpe";202;133955;150,796909409876;
"DEA5A";"DE";3;"DEA5";"DEA";"Siegen-Wittgenstein";271;276944;97,8537177191057;
"DEA5B";"DE";3;"DEA5";"DEA";"Soest";381;301785;126,248819523833;
"DEA5C";"DE";3;"DEA5";"DEA";"Unna";669;394891;169,413838249036;
"DEB11";"DE";3;"DEB1";"DEB";"Koblenz, Kreisfreie Stadt";187;114052;163,960298811069;
"DEB12";"DE";3;"DEB1";"DEB";"Ahrweiler";101;130086;77,6409452208539;
"DEB13";"DE";3;"DEB1";"DEB";"Altenkirchen (Westerwald)";141;128805;109,467800163037;
"DEB14";"DE";3;"DEB1";"DEB";"Bad Kreuznach";195;158345;123,148820613218;
"DEB15";"DE";3;"DEB1";"DEB";"Birkenfeld";152;80951;187,767908981977;
"DEB17";"DE";3;"DEB1";"DEB";"Mayen-Koblenz";231;214434;107,725453985842;
"DEB18";"DE";3;"DEB1";"DEB";"Neuwied";259;182811;141,676376148044;
"DEB1A";"DE";3;"DEB1";"DEB";"Rhein-Lahn-Kreis";122;122297;99,7571485809137;
"DEB1B";"DE";3;"DEB1";"DEB";"Westerwaldkreis";239;201904;118,373088200333;
"DEB1C";"DE";3;"DEB1";"DEB";"Cochem-Zell";95;61375;154,786150712831;
"DEB1D";"DE";3;"DEB1";"DEB";"Rhein-Hunsrück-Kreis";138;103163;133,768890009015;
"DEB21";"DE";3;"DEB2";"DEB";"Trier, Kreisfreie Stadt";60;111528;53,7981493436626;
"DEB22";"DE";3;"DEB2";"DEB";"Bernkastel-Wittlich";116;112483;103,126694700532;
"DEB23";"DE";3;"DEB2";"DEB";"Eifelkreis Bitburg-Prüm";50;99058;50,4754790122958;
"DEB24";"DE";3;"DEB2";"DEB";"Vulkaneifel";89;60646;146,753289582165;
"DEB25";"DE";3;"DEB2";"DEB";"Trier-Saarburg";135;149398;90,362655457235;
"DEB31";"DE";3;"DEB3";"DEB";"Frankenthal (Pfalz), Kreisfreie Stadt";88;48762;180,468397522661;
"DEB32";"DE";3;"DEB3";"DEB";"Kaiserslautern, Kreisfreie Stadt";229;100030;228,931320603819;
"DEB33";"DE";3;"DEB3";"DEB";"Landau in der Pfalz, Kreisfreie Stadt";66;46881;140,781979906572;
"DEB34";"DE";3;"DEB3";"DEB";"Ludwigshafen am Rhein, Kreisfreie Stadt";425;172253;246,730100491719;
"DEB35";"DE";3;"DEB3";"DEB";"Mainz, Kreisfreie Stadt";258;218578;118,035666901518;
"DEB36";"DE";3;"DEB3";"DEB";"Neustadt an der Weinstraße, Kreisfreie Stadt";64;53264;120,156203063983;
"DEB37";"DE";3;"DEB3";"DEB";"Pirmasens, Kreisfreie Stadt";97;40231;241,107603589272;
"DEB38";"DE";3;"DEB3";"DEB";"Speyer, Kreisfreie Stadt";116;50561;229,425842052175;
"DEB39";"DE";3;"DEB3";"DEB";"Worms, Kreisfreie Stadt";144;83542;172,36838955256;
"DEB3A";"DE";3;"DEB3";"DEB";"Zweibrücken, Kreisfreie Stadt";27;34193;78,963530547188;
"DEB3B";"DE";3;"DEB3";"DEB";"Alzey-Worms";196;129687;151,133112802363;
"DEB3C";"DE";3;"DEB3";"DEB";"Bad Dürkheim";222;132671;167,331217824543;
"DEB3D";"DE";3;"DEB3";"DEB";"Donnersbergkreis";117;75325;155,326916694325;
"DEB3E";"DE";3;"DEB3";"DEB";"Germersheim";210;129013;162,774294063389;
"DEB3F";"DE";3;"DEB3";"DEB";"Kaiserslautern, Landkreis";157;105979;148,142556544221;
"DEB3G";"DE";3;"DEB3";"DEB";"Kusel";109;70219;155,22864182059;
"DEB3H";"DE";3;"DEB3";"DEB";"Südliche Weinstraße";178;110521;161,055365043747;
"DEB3I";"DE";3;"DEB3";"DEB";"Rhein-Pfalz-Kreis";287;154609;185,629555847331;
"DEB3J";"DE";3;"DEB3";"DEB";"Mainz-Bingen";294;211417;139,061664861388;
"DEB3K";"DE";3;"DEB3";"DEB";"Südwestpfalz";141;94831;148,685556410878;
"DEC01";"DE";3;"DEC0";"DEC";"Regionalverband Saarbrücken";745;328714;226,640788040668;
"DEC02";"DE";3;"DEC0";"DEC";"Merzig-Wadern";148;103243;143,351123078562;
"DEC03";"DE";3;"DEC0";"DEC";"Neunkirchen";209;131408;159,046633386095;
"DEC04";"DE";3;"DEC0";"DEC";"Saarlouis";257;194319;132,256753070981;
"DEC05";"DE";3;"DEC0";"DEC";"Saarpfalz-Kreis";195;142196;137,13465920279;
"DEC06";"DE";3;"DEC0";"DEC";"St. Wendel";159;87007;182,743917156091;
"DED21";"DE";3;"DED2";"DED";"Dresden, Kreisfreie Stadt";1728;556780;310,355975430152;
"DED2C";"DE";3;"DED2";"DED";"Bautzen";1429;299758;476,717885761181;
"DED2D";"DE";3;"DED2";"DED";"Görlitz";1642;252725;649,718073004254;
"DED2E";"DE";3;"DED2";"DED";"Meißen";971;241717;401,709437068969;
"DED2F";"DE";3;"DED2";"DED";"Sächsische Schweiz-Osterzgebirge";1469;245586;598,161132963605;
"DED41";"DE";3;"DED4";"DED";"Chemnitz, Kreisfreie Stadt";850;246334;345,05995924233;
"DED42";"DE";3;"DED4";"DED";"Erzgebirgskreis";1686;334948;503,36171584843;
"DED43";"DE";3;"DED4";"DED";"Mittelsachsen";1028;304099;338,047806799759;
"DED44";"DE";3;"DED4";"DED";"Vogtlandkreis";1262;225997;558,414492227773;
"DED45";"DE";3;"DED4";"DED";"Zwickau";1515;315002;480,949327305858;
"DED51";"DE";3;"DED5";"DED";"Leipzig, Kreisfreie Stadt";830;593145;139,932057085536;
"DED52";"DE";3;"DED5";"DED";"Leipzig";535;258139;207,252681694746;
"DED53";"DE";3;"DED5";"DED";"Nordsachsen";637;197741;322,138554978482;
"DEE01";"DE";3;"DEE0";"DEE";"Dessau-Roßlau, Kreisfreie Stadt";162;80103;202,239616493764;
"DEE02";"DE";3;"DEE0";"DEE";"Halle (Saale), Kreisfreie Stadt";581;238762;243,338554711386;
"DEE03";"DE";3;"DEE0";"DEE";"Magdeburg, Kreisfreie Stadt";216;237565;90,922484372698;
"DEE04";"DE";3;"DEE0";"DEE";"Altmarkkreis Salzwedel";147;83173;176,740047852067;
"DEE05";"DE";3;"DEE0";"DEE";"Anhalt-Bitterfeld";398;158486;251,126282447661;
"DEE06";"DE";3;"DEE0";"DEE";"Jerichower Land";217;89589;242,217236491087;
"DEE07";"DE";3;"DEE0";"DEE";"Börde";215;170923;125,787635367973;
"DEE08";"DE";3;"DEE0";"DEE";"Burgenlandkreis (DE)";890;178846;497,634836675128;
"DEE09";"DE";3;"DEE0";"DEE";"Harz";510;213310;239,088650321129;
"DEE0A";"DE";3;"DEE0";"DEE";"Mansfeld-Südharz";349;134942;258,629633472158;
"DEE0B";"DE";3;"DEE0";"DEE";"Saalekreis";564;183815;306,830236922993;
"DEE0C";"DE";3;"DEE0";"DEE";"Salzlandkreis";439;189125;232,12161269002;
"DEE0D";"DE";3;"DEE0";"DEE";"Stendal";289;111190;259,915460023383;
"DEE0E";"DE";3;"DEE0";"DEE";"Wittenberg";417;124953;333,725480780774;
"DEF01";"DE";3;"DEF0";"DEF";"Flensburg, Kreisfreie Stadt";74;90164;82,0726675835145;
"DEF02";"DE";3;"DEF0";"DEF";"Kiel, Kreisfreie Stadt";226;246794;91,5743494574422;
"DEF03";"DE";3;"DEF0";"DEF";"Lübeck, Kreisfreie Stadt";137;216530;63,2706784279315;
"DEF04";"DE";3;"DEF0";"DEF";"Neumünster, Kreisfreie Stadt";87;80196;108,484213676493;
"DEF05";"DE";3;"DEF0";"DEF";"Dithmarschen";104;133193;78,0821814960246;
"DEF06";"DE";3;"DEF0";"DEF";"Herzogtum Lauenburg";156;198019;78,7803190602922;
"DEF07";"DE";3;"DEF0";"DEF";"Nordfriesland";155;165951;93,401064169544;
"DEF08";"DE";3;"DEF0";"DEF";"Ostholstein";119;200539;59,3400784884736;
"DEF09";"DE";3;"DEF0";"DEF";"Pinneberg";485;316103;153,43100192026;
"DEF0A";"DE";3;"DEF0";"DEF";"Plön";68;128686;52,8418009729108;
"DEF0B";"DE";3;"DEF0";"DEF";"Rendsburg-Eckernförde";103;274098;37,5778006406468;
"DEF0C";"DE";3;"DEF0";"DEF";"Schleswig-Flensburg";126;201156;62,6379526337768;
"DEF0D";"DE";3;"DEF0";"DEF";"Segeberg";296;277175;106,791738071615;
"DEF0E";"DE";3;"DEF0";"DEF";"Steinburg";67;131013;51,1399632097578;
"DEF0F";"DE";3;"DEF0";"DEF";"Stormarn";386;244156;158,095643768738;
"DEG01";"DE";3;"DEG0";"DEG";"Erfurt, Kreisfreie Stadt";533;213981;249,087535809254;
"DEG02";"DE";3;"DEG0";"DEG";"Gera, Kreisfreie Stadt";358;93125;384,429530201342;
"DEG03";"DE";3;"DEG0";"DEG";"Jena, Kreisfreie Stadt";145;111343;130,228213717971;
"DEG04";"DE";3;"DEG0";"DEG";"Suhl, Kreisfreie Stadt";180;36789;489,276685965914;
"DEG05";"DE";3;"DEG0";"DEG";"Weimar, Kreisfreie Stadt";157;65228;240,694180413319;
"DEG06";"DE";3;"DEG0";"DEG";"Eichsfeld";343;100006;342,979421234726;
"DEG07";"DE";3;"DEG0";"DEG";"Nordhausen";102;83416;122,278699530066;
"DEG09";"DE";3;"DEG0";"DEG";"Unstrut-Hainich-Kreis";414;102232;404,961264574693;
"DEG0A";"DE";3;"DEG0";"DEG";"Kyffhäuserkreis";241;74212;324,745324206328;
"DEG0B";"DE";3;"DEG0";"DEG";"Schmalkalden-Meiningen";653;124916;522,751288866118;
"DEG0C";"DE";3;"DEG0";"DEG";"Gotha";340;134908;252,023601269013;
"DEG0D";"DE";3;"DEG0";"DEG";"Sömmerda";243;69427;350,007921990004;
"DEG0E";"DE";3;"DEG0";"DEG";"Hildburghausen";415;63197;656,67674098454;
"DEG0F";"DE";3;"DEG0";"DEG";"Ilm-Kreis";427;106249;401,886135398921;
"DEG0G";"DE";3;"DEG0";"DEG";"Weimarer Land";129;82156;157,018355324018;
"DEG0H";"DE";3;"DEG0";"DEG";"Sonneberg";285;57717;493,788658454182;
"DEG0I";"DE";3;"DEG0";"DEG";"Saalfeld-Rudolstadt";546;103199;529,074894136571;
"DEG0J";"DE";3;"DEG0";"DEG";"Saale-Holzland-Kreis";222;82950;267,631103074141;
"DEG0K";"DE";3;"DEG0";"DEG";"Saale-Orla-Kreis";331;80312;412,142643689611;
"DEG0L";"DE";3;"DEG0";"DEG";"Greiz";370;97398;379,884597219656;
"DEG0M";"DE";3;"DEG0";"DEG";"Altenburger Land";469;89393;524,649581063394;
"DEG0P";"DE";3;"DEG0";"DEG";"Wartburgkreis";449;118974;377,393380066233;
"DK01";"DK";2;"DK01";"DK0";"Hovedstaden";2568;1846023;139,109859411286;
"DK02";"DK";2;"DK02";"DK0";"Sjælland";1047;837359;125,035976206143;
"DK03";"DK";2;"DK03";"DK0";"Syddanmark";1131;1223105;92,4695753839613;
"DK04";"DK";2;"DK04";"DK0";"Midtjylland";998;1326340;75,2446582324291;
"DK05";"DK";2;"DK05";"DK0";"Nordjylland";655;589936;111,028992975509;
"EE";"EE";0;"EE";"EE";"Estland";2599;1328976;195,564103490206;
"EL - Mount Athos (No NUTS Code)";"EL";2;"EL -";"EL";;8;;;
"EL - Under Investigation";"EL";2;"EL - Under Investigation";"EL";;184;;;
"EL - Without permanent residency in Greece";"EL";2;"EL - Without permanent residency in Greece";"EL";;0;;;
"EL30";"EL";2;"EL30";"EL3";"Attiki";9569;3738901;255,930820313242;
"EL41";"EL";2;"EL41";"EL4";"Voreio Aigaio";304;229516;132,452639467401;
"EL42";"EL";2;"EL42";"EL4";"Notio Aigaio";306;347512;88,0545132254426;
"EL43";"EL";2;"EL43";"EL4";"Kriti";885;636504;139,040760152332;
"EL51";"EL";2;"EL51";"EL5";"Anatoliki Makedonia, Thraki";1938;598613;323,748398380924;
"EL52";"EL";2;"EL52";"EL5";"Kentriki Makedonia";8761;1872102;467,976638025065;
"EL53";"EL";2;"EL53";"EL5";"Dytiki Makedonia";885;264670;334,378660218385;
"EL54";"EL";2;"EL54";"EL5";"Ipeiros";545;333265;163,533524372496;
"EL61";"EL";2;"EL61";"EL6";"Thessalia";2516;715115;351,831523601099;
"EL62";"EL";2;"EL62";"EL6";"Ionia Nisia";301;203149;148,167108870829;
"EL63";"EL";2;"EL63";"EL6";"Dytiki Ellada";1767;651065;271,401472971209;
"EL64";"EL";2;"EL64";"EL6";"Sterea Ellada";1148;556002;206,474077431376;
"EL65";"EL";2;"EL65";"EL6";"Peloponnisos";1159;572151;202,568902265311;
"ES111";"ES";3;"ES11";"ES1";"A Coruña";1522;1123550;135,463486271194;
"ES112";"ES";3;"ES11";"ES1";"Lugo";360;328169;109,699575523587;
"ES113";"ES";3;"ES11";"ES1";"Ourense";604;306872;196,824734742824;
"ES114";"ES";3;"ES11";"ES1";"Pontevedra";1043;944001;110,487171094098;
"ES120";"ES";3;"ES12";"ES1";"Asturias";2861;1018899;280,793287656578;
"ES130";"ES";3;"ES13";"ES1";"Cantabria";879;582388;150,930307629965;
"ES211";"ES";3;"ES21";"ES2";"Araba/Álava";989;329873;299,812352026386;
"ES212";"ES";3;"ES21";"ES2";"Gipuzkoa";2153;716552;300,466679319854;
"ES213";"ES";3;"ES21";"ES2";"Bizkaia";3607;1142713;315,652311647807;
"ES220";"ES";3;"ES22";"ES2";"Navarra";437;656509;66,5642055173653;
"ES230";"ES";3;"ES23";"ES2";"La Rioja";927;315931;293,418499609092;
"ES241";"ES";3;"ES24";"ES2";"Huesca";776;220607;351,756743892986;
"ES242";"ES";3;"ES24";"ES2";"Teruel";568;133300;426,106526631658;
"ES243";"ES";3;"ES24";"ES2";"Zaragoza";3470;976426;355,377673269659;
"ES300";"ES";3;"ES30";"ES3";"Madrid";18844;6747068;279,291686403635;
"ES411";"ES";3;"ES41";"ES4";"Ávila";607;158895;382,013279209541;
"ES412";"ES";3;"ES41";"ES4";"Burgos";1167;355693;328,091921966415;
"ES413";"ES";3;"ES41";"ES4";"León";1138;459236;247,802872597096;
"ES414";"ES";3;"ES41";"ES4";"Palencia";671;159906;419,621527647493;
"ES415";"ES";3;"ES41";"ES4";"Salamanca";1247;331081;376,644990198773;
"ES416";"ES";3;"ES41";"ES4";"Segovia";675;154205;437,728997114231;
"ES417";"ES";3;"ES41";"ES4";"Soria";512;89892;569,572375739777;
"ES418";"ES";3;"ES41";"ES4";"Valladolid";1932;520738;371,01191002001;
"ES419";"ES";3;"ES41";"ES4";"Zamora";713;171661;415,353516523847;
"ES421";"ES";3;"ES42";"ES4";"Albacete";1042;389874;267,265834602974;
"ES422";"ES";3;"ES42";"ES4";"Ciudad Real";1979;494178;400,462991067996;
"ES423";"ES";3;"ES42";"ES4";"Cuenca";733;199834;366,804447691584;
"ES424";"ES";3;"ES42";"ES4";"Guadalajara";790;262409;301,056747291442;
"ES425";"ES";3;"ES42";"ES4";"Toledo";2802;699259;400,709894330999;
"ES431";"ES";3;"ES43";"ES4";"Badajoz";1290;670903;192,278168379035;
"ES432";"ES";3;"ES43";"ES4";"Cáceres";1119;391076;286,13364154282;
"ES511";"ES";3;"ES51";"ES5";"Barcelona";14882;5635100;264,094692197122;
"ES512";"ES";3;"ES51";"ES5";"Girona";1924;767294;250,751341728203;
"ES513";"ES";3;"ES51";"ES5";"Lleida";922;435563;211,68005546844;
"ES514";"ES";3;"ES51";"ES5";"Tarragona";1511;814391;185,537413846666;
"ES521";"ES";3;"ES52";"ES5";"Alicante/Alacant";3566;1885559;189,121634486113;
"ES522";"ES";3;"ES52";"ES5";"Castellón/Castelló";1104;574936;192,02137281367;
"ES523";"ES";3;"ES52";"ES5";"Valencia/València";4752;2568846;184,985787392471;
"ES530";"ES";3;"ES53";"ES5";"Illes Balears";1408;1210725;116,293956100684;
"ES611";"ES";3;"ES61";"ES6";"Almería";1188;715665;165,999455052294;
"ES612";"ES";3;"ES61";"ES6";"Cádiz";1805;1254728;143,855879521299;
"ES613";"ES";3;"ES61";"ES6";"Córdoba";1403;784292;178,887455182508;
"ES614";"ES";3;"ES61";"ES6";"Granada";2098;925160;226,771585455489;
"ES615";"ES";3;"ES61";"ES6";"Huelva";500;528177;94,6652353283085;
"ES616";"ES";3;"ES61";"ES6";"Jaén";1373;629036;218,270496442175;
"ES617";"ES";3;"ES61";"ES6";"Málaga";2399;1683505;142,500319274371;
"ES618";"ES";3;"ES61";"ES6";"Sevilla";2941;1957520;150,241121418938;
"ES620";"ES";3;"ES62";"ES6";"Murcia";2356;1504869;156,558477847573;
"ES630";"ES";3;"ES63";"ES6";"Ceuta";158;84085;187,905096033775;
"ES640";"ES";3;"ES64";"ES6";"Melilla";155;84473;183,490582789767;
"ES701";"ES";3;"ES70";"ES7";"Las Palmas";757;1151178;65,7587271473221;
"ES702";"ES";3;"ES70";"ES7";"Santa Cruz de Tenerife";1029;1085814;94,7676121324647;
"FI";"FI";0;"FI";"FI";"Finnland";5012;5525292;90,7101380343338;
"FR101";"FR";3;"FR10";"FR1";"Paris";5986;2154092;277,889709446022;
"FR102";"FR";3;"FR10";"FR1";"Seine-et-Marne";2741;1426334;192,170978186035;
"FR103";"FR";3;"FR10";"FR1";"Yvelines";2407;1449520;166,054969921077;
"FR104";"FR";3;"FR10";"FR1";"Essonne";2484;1309566;189,681161545123;
"FR105";"FR";3;"FR10";"FR1";"Hauts-de-Seine";3423;1628798;210,154973176539;
"FR106";"FR";3;"FR10";"FR1";"Seine-Saint-Denis";3059;1657893;184,511304408668;
"FR107";"FR";3;"FR10";"FR1";"Val-de-Marne";3736;1411786;264,629341840761;
"FR108";"FR";3;"FR10";"FR1";"Val-d'Oise";2614;1253568;208,52478684842;
"FRB01";"FR";3;"FRB0";"FRB";"Cher";660;299153;220,622891964981;
"FRB02";"FR";3;"FRB0";"FRB";"Eure-et-Loir";725;429641;168,745534062159;
"FRB03";"FR";3;"FRB0";"FRB";"Indre";363;218129;166,415286367241;
"FRB04";"FR";3;"FRB0";"FRB";"Indre-et-Loire";689;608781;113,17698811231;
"FRB05";"FR";3;"FRB0";"FRB";"Loir-et-Cher";478;327835;145,805054371864;
